Index,User ID,Exposure ID,Audience Segment ID,Segment Type,Age,Gender,Income,Interests,Device,Browser,Operating System,Location (DMA)
1249,U0341,O951e20b,AS172,Custom Audience,49,Male,57555,Technology,Tablet,Safari,iOS,"Rockford, Illinois"
1248,U0539,Oabf67e1,AS460,3P Audience,29,Female,71657,Music,Tablet,Chrome,Windows,"Aurora, Illinois"
1247,U0072,Pa594a22,AS279,Custom Audience,69,Female,64839,"Fitness, Technology, Travel",Smartphone,Safari,macOS,"Rockford, Illinois"
1246,U0360,P3f5d577,AS376,3P Audience,57,Female,67261,"Gaming, Fashion, Art",Laptop,Safari,Android,"Rockford, Illinois"
1245,U0097,Pa1a7b63,AS492,3P Audience,29,Female,84336,Technology,Tablet,Safari,macOS,"Rockford, Illinois"
1244,U0919,Oe67b35a,AS491,3P Audience,53,Male,56169,Technology,Desktop,Opera,iOS,"Aurora, Illinois"
1243,U0320,O3f23442,AS221,Custom Audience,43,Male,117392,"Fitness, Gaming",Smartphone,Edge,Linux,"Rockford, Illinois"
1242,U0061,O9a3d3ac,AS299,1P Audience,63,Male,64606,Gaming,Smartphone,Safari,iOS,"Aurora, Illinois"
1241,U0912,Oe7df695,AS436,Custom Audience,52,Male,104751,Fitness,Desktop,Chrome,macOS,"Chicago, Illinois"
1240,U0255,O8e20c0f,AS082,3P Audience,50,Female,62023,"Fitness, Art, Travel",Desktop,Safari,macOS,"Chicago, Illinois"
1239,U0624,Pe0da42b,AS181,3P Audience,33,Male,40043,"Music, Sports, Fitness",Smartphone,Firefox,Windows,"Aurora, Illinois"
1238,U0790,Pdd9eb2f,AS444,Custom Audience,33,Female,81223,"Gaming, Art, Travel",Tablet,Chrome,iOS,"Rockford, Illinois"
1237,U0943,O1c263e2,AS295,3P Audience,65,Female,52609,Auto,Smartphone,Safari,macOS,"Chicago, Illinois"
1236,U0151,Obe4ff30,AS111,1P Audience,66,Male,65426,Food,Tablet,Opera,Linux,"Chicago, Illinois"
1235,U0106,O1a3e148,AS087,1P Audience,36,Male,77801,"Fashion, Food, Auto",Smartphone,Safari,Windows,"Chicago, Illinois"
1234,U0603,O0478060,AS499,3P Audience,60,Female,64877,"Travel, Music",Tablet,Firefox,Android,"Chicago, Illinois"
1233,U0713,O4d8b33a,AS016,3P Audience,27,Female,101844,Art,Tablet,Safari,macOS,"Aurora, Illinois"
1232,U0788,O4aeebda,AS022,1P Audience,22,Male,60509,Auto,Desktop,Chrome,Windows,"Rockford, Illinois"
1231,U0550,O5119095,AS056,Custom Audience,46,Male,55999,Music,Laptop,Safari,Android,"Rockford, Illinois"
1230,U0429,Ode10be2,AS193,Custom Audience,32,Female,96017,"Travel, Auto, Food",Tablet,Opera,Windows,"Rockford, Illinois"
1229,U0201,Oc9223a7,AS273,3P Audience,29,Male,97261,"Travel, Music, Art",Laptop,Edge,iOS,"Aurora, Illinois"
1228,U0203,Pf735ef6,AS126,1P Audience,61,Male,103880,"Fitness, Music, Food",Smartphone,Safari,iOS,"Aurora, Illinois"
1227,U0976,P8837553,AS089,3P Audience,58,Female,75061,Sports,Smartphone,Opera,iOS,"Chicago, Illinois"
1226,U0198,Occeac81,AS020,Custom Audience,18,Male,106232,Fitness,Desktop,Firefox,Linux,"Chicago, Illinois"
1225,U0870,O67db4b0,AS050,3P Audience,49,Female,93441,"Fashion, Food, Fitness",Desktop,Edge,Linux,"Aurora, Illinois"
1224,U0304,O112a464,AS213,3P Audience,62,Female,29938,"Music, Auto, Art",Tablet,Firefox,Windows,"Chicago, Illinois"
1223,U0736,P37597a5,AS319,3P Audience,60,Male,28156,"Gaming, Auto",Laptop,Opera,Windows,"Aurora, Illinois"
1222,U0592,P6d43648,AS273,1P Audience,36,Male,118581,Technology,Laptop,Opera,Windows,"Aurora, Illinois"
1221,U0707,P9e77bf9,AS274,1P Audience,26,Male,58556,"Technology, Sports, Food",Laptop,Firefox,iOS,"Rockford, Illinois"
1220,U0050,O9083a40,AS392,1P Audience,59,Female,101345,"Food, Sports",Desktop,Chrome,Windows,"Rockford, Illinois"
1219,U0983,Oc03e406,AS404,3P Audience,36,Male,39338,Music,Smartphone,Safari,Windows,"Aurora, Illinois"
1218,U0321,Oe256f3a,AS459,1P Audience,43,Female,75019,"Music, Fashion",Desktop,Opera,Windows,"Chicago, Illinois"
1217,U0443,O6b95139,AS047,Custom Audience,67,Female,69779,"Food, Fitness, Music",Tablet,Chrome,Android,"Chicago, Illinois"
1216,U0922,P7123bbb,AS301,1P Audience,38,Male,84294,"Travel, Gaming, Auto",Desktop,Safari,iOS,"Aurora, Illinois"
1215,U0937,P7684a96,AS049,Custom Audience,46,Male,24786,"Sports, Auto, Gaming",Tablet,Edge,Linux,"Chicago, Illinois"
1214,U0056,Pd56bff5,AS218,Custom Audience,24,Male,85167,"Travel, Fitness, Technology",Desktop,Chrome,Linux,"Aurora, Illinois"
1213,U0326,Oae20c31,AS472,3P Audience,26,Male,28420,"Art, Music",Smartphone,Firefox,iOS,"Rockford, Illinois"
1212,U0648,Pf338045,AS344,1P Audience,56,Male,82135,"Music, Sports",Tablet,Chrome,Android,"Aurora, Illinois"
1211,U0368,Od5aca03,AS406,3P Audience,33,Male,83222,"Gaming, Sports",Smartphone,Opera,Linux,"Chicago, Illinois"
1210,U0127,Pe299346,AS209,Custom Audience,54,Female,58870,Auto,Laptop,Safari,iOS,"Aurora, Illinois"
1209,U0828,O504da40,AS197,3P Audience,62,Female,41502,"Gaming, Fitness",Smartphone,Edge,iOS,"Chicago, Illinois"
1208,U0079,P87806fe,AS080,Custom Audience,63,Female,57116,"Fashion, Music",Tablet,Firefox,Linux,"Rockford, Illinois"
1207,U0228,P5569465,AS015,3P Audience,63,Female,80591,"Technology, Gaming",Smartphone,Edge,Linux,"Chicago, Illinois"
1206,U0002,P74c4367,AS137,3P Audience,21,Female,55824,"Technology, Art",Smartphone,Firefox,Windows,"Rockford, Illinois"
1205,U0255,O22eed94,AS019,Custom Audience,50,Female,62023,"Travel, Fitness, Music",Desktop,Firefox,Windows,"Rockford, Illinois"
1204,U0957,O6d3e6f3,AS163,3P Audience,48,Female,101712,"Food, Gaming",Smartphone,Safari,macOS,"Chicago, Illinois"
1203,U0953,O69d115e,AS206,3P Audience,53,Male,39955,Fashion,Laptop,Firefox,Linux,"Chicago, Illinois"
1202,U0594,Ocb7af26,AS191,3P Audience,55,Male,34013,"Fashion, Food",Smartphone,Chrome,Android,"Rockford, Illinois"
1201,U0260,O1c76000,AS388,Custom Audience,60,Female,67775,"Gaming, Fitness, Food",Tablet,Firefox,Windows,"Chicago, Illinois"
1200,U0670,P6f4fb8d,AS382,1P Audience,56,Male,106835,Fashion,Desktop,Chrome,macOS,"Aurora, Illinois"
1199,U0132,O4310617,AS454,1P Audience,36,Female,98910,Technology,Laptop,Chrome,macOS,"Nampa, Idaho"
1198,U0228,O3669f61,AS078,Custom Audience,63,Female,80591,"Sports, Gaming",Desktop,Chrome,Linux,"Nampa, Idaho"
1197,U0300,O33103dc,AS454,1P Audience,44,Male,35611,"Art, Food, Fitness",Smartphone,Edge,Android,"Nampa, Idaho"
1196,U0298,O6e99f7a,AS488,1P Audience,60,Male,36950,Auto,Smartphone,Firefox,Windows,"Idaho Falls, Idaho"
1195,U0161,Pf98c8c6,AS378,Custom Audience,24,Female,86559,"Art, Fitness, Food",Tablet,Safari,Windows,"Idaho Falls, Idaho"
1194,U0158,O387d97b,AS187,1P Audience,23,Male,39312,"Music, Travel, Fitness",Smartphone,Edge,Windows,"Nampa, Idaho"
1193,U0208,P6135b14,AS238,3P Audience,50,Female,41304,Sports,Desktop,Opera,Windows,"Boise, Idaho"
1192,U0860,Of80dc5d,AS373,3P Audience,37,Female,71603,"Food, Fitness",Desktop,Edge,iOS,"Nampa, Idaho"
1191,U0919,O0e0cb26,AS174,3P Audience,53,Male,56169,"Travel, Fashion",Laptop,Edge,iOS,"Boise, Idaho"
1190,U0410,Pc436563,AS272,Custom Audience,43,Female,48058,"Fashion, Fitness",Tablet,Chrome,Android,"Idaho Falls, Idaho"
1189,U0259,Pa5d5c33,AS112,Custom Audience,54,Male,84964,"Travel, Music",Laptop,Edge,Android,"Boise, Idaho"
1188,U0988,O87bbe48,AS096,Custom Audience,32,Female,50208,"Food, Art, Auto",Tablet,Firefox,Windows,"Idaho Falls, Idaho"
1187,U0098,Pbac0f53,AS111,1P Audience,39,Male,106644,Music,Smartphone,Chrome,macOS,"Idaho Falls, Idaho"
1186,U0419,P60bf14f,AS185,3P Audience,25,Female,63385,"Technology, Music",Laptop,Chrome,Android,"Boise, Idaho"
1185,U0051,Pdf26f8d,AS282,1P Audience,69,Female,61471,"Gaming, Fashion, Music",Desktop,Chrome,Windows,"Boise, Idaho"
1184,U0665,Pbfb09be,AS013,Custom Audience,35,Male,68731,"Travel, Fashion, Music",Laptop,Edge,Windows,"Idaho Falls, Idaho"
1183,U0894,O898f930,AS183,3P Audience,58,Female,78474,"Gaming, Fitness",Desktop,Chrome,Linux,"Boise, Idaho"
1182,U0997,P3ef2273,AS212,Custom Audience,37,Male,60706,"Art, Travel, Gaming",Laptop,Firefox,macOS,"Idaho Falls, Idaho"
1181,U0693,O969ee95,AS020,3P Audience,63,Male,60598,"Music, Food, Art",Desktop,Opera,Android,"Boise, Idaho"
1180,U0692,O326b042,AS194,3P Audience,62,Male,102605,"Fitness, Gaming, Music",Laptop,Firefox,Android,"Nampa, Idaho"
1179,U0391,O66fa971,AS356,1P Audience,21,Female,70084,"Food, Fashion, Travel",Laptop,Chrome,macOS,"Boise, Idaho"
1178,U0775,P47c7ee2,AS206,1P Audience,48,Male,97861,Art,Desktop,Opera,Linux,"Idaho Falls, Idaho"
1177,U0709,O3de6f85,AS038,Custom Audience,67,Male,73488,"Gaming, Fashion, Sports",Desktop,Firefox,Android,"Boise, Idaho"
1176,U0208,O36ae65b,AS009,Custom Audience,50,Female,41304,"Auto, Fitness",Smartphone,Safari,Linux,"Boise, Idaho"
1175,U0426,O35eb4c6,AS255,1P Audience,23,Male,99544,Technology,Laptop,Edge,Windows,"Nampa, Idaho"
1174,U0577,Oc7190be,AS293,1P Audience,46,Male,97579,"Auto, Music, Art",Desktop,Safari,Windows,"Nampa, Idaho"
1173,U0814,O98a091b,AS261,Custom Audience,32,Female,29460,Fitness,Smartphone,Edge,Linux,"Boise, Idaho"
1172,U0755,P8c8f8db,AS352,1P Audience,27,Male,100040,Food,Tablet,Safari,Windows,"Boise, Idaho"
1171,U0867,O04d5e6e,AS029,3P Audience,59,Male,74972,"Fashion, Sports, Music",Smartphone,Safari,Linux,"Idaho Falls, Idaho"
1170,U0724,O9caf64d,AS056,Custom Audience,24,Female,41070,"Sports, Gaming",Smartphone,Chrome,iOS,"Nampa, Idaho"
1169,U0285,Pf6cc2ab,AS021,1P Audience,57,Male,53481,Travel,Laptop,Edge,Windows,"Boise, Idaho"
1168,U0921,O56f5997,AS019,3P Audience,36,Male,71514,Art,Desktop,Edge,Linux,"Boise, Idaho"
1167,U0995,O6abd8a6,AS124,3P Audience,47,Male,98631,Fitness,Desktop,Opera,Android,"Nampa, Idaho"
1166,U0448,Obe0dafb,AS357,3P Audience,50,Female,31846,"Art, Auto",Tablet,Edge,Linux,"Nampa, Idaho"
1165,U0014,Oe4b99e4,AS142,1P Audience,39,Female,83187,"Sports, Fitness",Desktop,Opera,macOS,"Boise, Idaho"
1164,U0497,O2f7f7af,AS458,Custom Audience,69,Male,57940,"Sports, Technology",Desktop,Safari,Linux,"Nampa, Idaho"
1163,U0406,O276d083,AS009,3P Audience,62,Female,32642,"Sports, Technology, Gaming",Smartphone,Edge,macOS,"Idaho Falls, Idaho"
1162,U0090,P7eb96ca,AS274,3P Audience,34,Female,103890,"Fashion, Music, Technology",Laptop,Chrome,Android,"Boise, Idaho"
1161,U0434,O6af65b3,AS037,Custom Audience,60,Male,33693,Auto,Laptop,Edge,Windows,"Nampa, Idaho"
1160,U0757,P807592d,AS367,1P Audience,42,Female,51146,"Music, Gaming",Smartphone,Opera,Linux,"Boise, Idaho"
1159,U0595,Oe637b17,AS028,3P Audience,27,Male,79463,Travel,Desktop,Opera,iOS,"Idaho Falls, Idaho"
1158,U0157,P2a9bb29,AS270,3P Audience,66,Male,107362,"Fitness, Gaming",Smartphone,Edge,Windows,"Boise, Idaho"
1157,U0571,O230fc98,AS010,Custom Audience,50,Male,50801,"Music, Sports",Tablet,Firefox,Linux,"Nampa, Idaho"
1156,U0938,Oe59ccdb,AS178,1P Audience,58,Female,114103,Fashion,Tablet,Firefox,Windows,"Boise, Idaho"
1155,U0324,Pec8f545,AS407,Custom Audience,52,Female,65954,"Music, Fashion, Food",Tablet,Edge,macOS,"Idaho Falls, Idaho"
1154,U0181,Oaf7ecbc,AS397,Custom Audience,62,Male,118088,"Art, Sports",Laptop,Edge,iOS,"Boise, Idaho"
1153,U0189,O66e8e20,AS316,1P Audience,59,Male,88659,"Art, Music",Smartphone,Opera,iOS,"Idaho Falls, Idaho"
1152,U0533,Pc00aa09,AS085,Custom Audience,18,Female,113980,"Fitness, Gaming",Smartphone,Opera,Linux,"Boise, Idaho"
1151,U0263,O6e412cd,AS022,Custom Audience,65,Male,106161,"Fashion, Art",Smartphone,Chrome,Windows,"Idaho Falls, Idaho"
1150,U0559,O401fe65,AS320,Custom Audience,34,Female,59888,"Music, Art",Smartphone,Opera,iOS,"Nampa, Idaho"
1149,U0331,P0b8a74b,AS196,3P Audience,31,Female,77368,Auto,Smartphone,Chrome,Linux,"Nampa, Idaho"
1148,U0844,O3967422,AS385,1P Audience,68,Female,105025,"Technology, Art, Music",Tablet,Firefox,Windows,"Nampa, Idaho"
1147,U0663,O7c2ca1d,AS090,1P Audience,67,Female,50618,Sports,Desktop,Firefox,Windows,"Nampa, Idaho"
1146,U0931,O64137de,AS004,Custom Audience,38,Male,70948,"Art, Technology, Fitness",Desktop,Firefox,iOS,"Nampa, Idaho"
1145,U0570,Oc1f1b5b,AS239,1P Audience,33,Female,71005,"Fashion, Sports",Desktop,Firefox,Linux,"Boise, Idaho"
1144,U0301,O790af2d,AS243,Custom Audience,54,Male,26017,"Auto, Technology, Fitness",Laptop,Safari,iOS,"Idaho Falls, Idaho"
1143,U0102,Ob2c2730,AS077,1P Audience,61,Female,111825,"Sports, Travel, Music",Smartphone,Safari,Linux,"Boise, Idaho"
1142,U0884,Pba711b8,AS287,1P Audience,51,Female,85532,"Sports, Auto",Tablet,Edge,Android,"Nampa, Idaho"
1141,U0977,O59e07d5,AS323,3P Audience,24,Female,82894,"Travel, Sports, Auto",Tablet,Safari,macOS,"Boise, Idaho"
1140,U0290,P61229fd,AS093,Custom Audience,51,Male,65967,Music,Tablet,Chrome,Android,"Boise, Idaho"
1139,U0246,Od5a5a0e,AS165,1P Audience,46,Female,119361,"Fitness, Art, Music",Desktop,Firefox,macOS,"Idaho Falls, Idaho"
1138,U0957,O88eb6da,AS292,Custom Audience,48,Female,101712,"Sports, Fitness",Desktop,Safari,macOS,"Idaho Falls, Idaho"
1137,U0721,O79c126f,AS446,1P Audience,60,Female,63834,"Music, Fashion",Laptop,Firefox,iOS,"Idaho Falls, Idaho"
1136,U0097,Oe2cecf6,AS018,Custom Audience,29,Female,84336,Art,Smartphone,Safari,Linux,"Idaho Falls, Idaho"
1135,U0380,O7cd378e,AS365,Custom Audience,43,Female,118223,"Fitness, Music",Desktop,Opera,macOS,"Idaho Falls, Idaho"
1134,U0293,Oc6d1c24,AS152,Custom Audience,41,Male,26601,Fashion,Laptop,Safari,Android,"Idaho Falls, Idaho"
1133,U0957,O8e41589,AS153,1P Audience,48,Female,101712,Travel,Desktop,Chrome,Android,"Nampa, Idaho"
1132,U0636,Odb1bafa,AS082,Custom Audience,64,Male,42851,Food,Smartphone,Firefox,Linux,"Idaho Falls, Idaho"
1131,U0624,O0ccda23,AS087,3P Audience,33,Male,40043,Fitness,Desktop,Chrome,macOS,"Idaho Falls, Idaho"
1130,U0023,P05d0bc0,AS403,Custom Audience,33,Male,89395,"Travel, Sports",Tablet,Chrome,Android,"Nampa, Idaho"
1129,U0209,Pfd20a84,AS390,3P Audience,32,Male,92171,Fashion,Tablet,Safari,macOS,"Boise, Idaho"
1128,U0331,Pc2c6a98,AS039,Custom Audience,31,Female,77368,Fitness,Laptop,Edge,Android,"Nampa, Idaho"
1127,U0559,P82c0307,AS290,Custom Audience,34,Female,59888,"Auto, Food",Desktop,Edge,Windows,"Nampa, Idaho"
1126,U0606,O06b8704,AS046,1P Audience,25,Female,43618,"Food, Sports",Smartphone,Edge,Android,"Nampa, Idaho"
1125,U0926,Pc49158e,AS325,3P Audience,69,Female,112991,"Travel, Food, Sports",Desktop,Opera,Windows,"Nampa, Idaho"
1124,U0150,O9228af7,AS354,3P Audience,19,Male,73896,"Fashion, Food, Travel",Laptop,Chrome,macOS,"Nampa, Idaho"
1123,U0415,O3fc05b0,AS476,Custom Audience,64,Male,49083,Music,Laptop,Firefox,Windows,"Boise, Idaho"
1122,U0064,P17580e2,AS331,3P Audience,44,Male,93183,"Travel, Food",Tablet,Chrome,Windows,"Boise, Idaho"
1121,U0014,Od93b04f,AS494,3P Audience,39,Female,83187,"Fitness, Sports, Travel",Desktop,Safari,iOS,"Nampa, Idaho"
1120,U0187,Pb83b87a,AS093,Custom Audience,36,Female,90812,"Art, Sports",Smartphone,Edge,macOS,"Boise, Idaho"
1119,U0468,Obe6dab7,AS195,Custom Audience,26,Female,49082,Fitness,Tablet,Opera,Linux,"Boise, Idaho"
1118,U0010,O1a1e097,AS202,1P Audience,51,Male,106777,Technology,Laptop,Opera,macOS,"Idaho Falls, Idaho"
1117,U0994,P9a1a78d,AS363,Custom Audience,63,Male,95096,"Gaming, Fashion, Travel",Desktop,Opera,Android,"Boise, Idaho"
1116,U0015,P8f3f0f3,AS462,Custom Audience,30,Female,53142,Fitness,Smartphone,Opera,Windows,"Boise, Idaho"
1115,U0331,O6a5a91d,AS234,1P Audience,31,Female,77368,Auto,Tablet,Firefox,macOS,"Boise, Idaho"
1114,U0152,Oeba0a35,AS220,Custom Audience,19,Male,61729,"Art, Technology",Laptop,Safari,Linux,"Idaho Falls, Idaho"
1113,U0260,O1594652,AS455,Custom Audience,60,Female,67775,"Technology, Fitness",Smartphone,Chrome,iOS,"Nampa, Idaho"
1112,U0682,O38ebcac,AS214,3P Audience,30,Female,38156,"Fitness, Gaming, Sports",Laptop,Edge,macOS,"Idaho Falls, Idaho"
1111,U0256,O2aa8b4a,AS205,3P Audience,61,Male,28157,"Travel, Fitness",Tablet,Firefox,Linux,"Nampa, Idaho"
1110,U0972,O2680ce8,AS260,1P Audience,37,Male,42732,"Sports, Technology, Fashion",Laptop,Chrome,macOS,"Boise, Idaho"
1109,U0047,O10e40ea,AS072,Custom Audience,55,Female,61170,"Fashion, Technology",Smartphone,Safari,Windows,"Nampa, Idaho"
1108,U0347,Oc74ddce,AS148,Custom Audience,56,Female,55106,"Gaming, Fashion",Smartphone,Safari,Windows,"Boise, Idaho"
1107,U0286,Oaa4341a,AS056,3P Audience,25,Female,54546,"Auto, Sports",Desktop,Safari,Windows,"Boise, Idaho"
1106,U0129,Pe3662e7,AS284,1P Audience,62,Male,76987,Music,Tablet,Chrome,macOS,"Nampa, Idaho"
1105,U0517,Oe29ae5a,AS405,1P Audience,56,Male,93565,"Sports, Food, Travel",Tablet,Edge,Android,"Idaho Falls, Idaho"
1104,U0232,O4f2ffd8,AS117,3P Audience,52,Female,20937,Technology,Tablet,Chrome,Android,"Nampa, Idaho"
1103,U0505,O247f1e1,AS060,3P Audience,68,Male,63963,"Travel, Food, Music",Desktop,Opera,Linux,"Boise, Idaho"
1102,U0090,P658bd02,AS006,1P Audience,34,Female,103890,Travel,Smartphone,Edge,Windows,"Boise, Idaho"
1101,U0943,O7e16d83,AS417,3P Audience,65,Female,52609,Music,Laptop,Safari,iOS,"Nampa, Idaho"
1100,U0531,O22494d2,AS109,1P Audience,22,Female,61122,"Auto, Sports, Technology",Tablet,Safari,Android,"Nampa, Idaho"
1099,U0808,Pa5064c3,AS204,Custom Audience,18,Female,32367,"Sports, Music, Auto",Laptop,Edge,Android,"Hilo, Hawaii"
1098,U0829,P8ba4bb3,AS141,1P Audience,54,Male,39208,Art,Desktop,Safari,iOS,"Hilo, Hawaii"
1097,U0833,Pd30019f,AS111,Custom Audience,28,Male,111460,"Food, Gaming",Smartphone,Opera,Android,"Kailua, Hawaii"
1096,U0395,O4b719c6,AS112,3P Audience,54,Female,104945,Auto,Desktop,Safari,iOS,"Honolulu, Hawaii"
1095,U0625,P87aaa70,AS263,Custom Audience,29,Female,89383,"Sports, Fitness, Fashion",Desktop,Edge,macOS,"Honolulu, Hawaii"
1094,U0142,Oa46202a,AS146,3P Audience,30,Female,117425,"Fitness, Auto, Music",Laptop,Opera,macOS,"Hilo, Hawaii"
1093,U0760,Obbbb0a1,AS047,Custom Audience,69,Male,41615,Fitness,Desktop,Opera,Android,"Hilo, Hawaii"
1092,U0443,Pbcaf4dd,AS459,1P Audience,67,Female,69779,"Music, Food",Desktop,Chrome,macOS,"Honolulu, Hawaii"
1091,U0409,O8b1ca80,AS029,3P Audience,58,Male,93310,"Fashion, Technology, Music",Laptop,Chrome,macOS,"Kailua, Hawaii"
1090,U0562,O46bf154,AS199,3P Audience,31,Male,52486,Music,Desktop,Opera,iOS,"Hilo, Hawaii"
1089,U0377,O061ddc0,AS068,Custom Audience,18,Female,93606,"Fitness, Technology",Smartphone,Chrome,Windows,"Hilo, Hawaii"
1088,U0345,P712bfcc,AS138,Custom Audience,19,Female,30469,"Fashion, Travel, Auto",Desktop,Safari,macOS,"Hilo, Hawaii"
1087,U0930,P13d2e64,AS496,Custom Audience,57,Male,71082,Gaming,Desktop,Edge,Windows,"Hilo, Hawaii"
1086,U0070,P1a47ac6,AS121,3P Audience,52,Female,25529,"Fitness, Travel, Music",Laptop,Safari,iOS,"Hilo, Hawaii"
1085,U0146,O406dd78,AS409,1P Audience,60,Female,115468,"Fashion, Food",Desktop,Safari,macOS,"Hilo, Hawaii"
1084,U0739,O99941e3,AS015,Custom Audience,24,Male,95471,Gaming,Desktop,Edge,Linux,"Honolulu, Hawaii"
1083,U0209,Pf981803,AS198,Custom Audience,32,Male,92171,Travel,Smartphone,Chrome,Linux,"Honolulu, Hawaii"
1082,U0412,P31c10ff,AS436,1P Audience,57,Female,76012,"Food, Music",Desktop,Chrome,macOS,"Honolulu, Hawaii"
1081,U0200,Of1db954,AS089,1P Audience,60,Male,87426,Technology,Smartphone,Opera,iOS,"Hilo, Hawaii"
1080,U0491,O85111b7,AS127,3P Audience,49,Female,51691,"Sports, Fitness, Music",Laptop,Chrome,Linux,"Honolulu, Hawaii"
1079,U0747,Paeae695,AS007,3P Audience,33,Male,41610,Art,Desktop,Firefox,Windows,"Hilo, Hawaii"
1078,U0936,O37ac8e7,AS170,1P Audience,44,Female,41515,"Fitness, Gaming, Travel",Tablet,Edge,Android,"Kailua, Hawaii"
1077,U0635,O13d81ca,AS425,Custom Audience,60,Female,44995,"Fashion, Auto",Tablet,Safari,macOS,"Hilo, Hawaii"
1076,U0935,Oc894516,AS272,3P Audience,32,Female,69714,"Auto, Food, Fashion",Desktop,Edge,Windows,"Kailua, Hawaii"
1075,U0192,Pe17249c,AS475,1P Audience,62,Female,22767,"Music, Technology, Auto",Smartphone,Edge,Linux,"Hilo, Hawaii"
1074,U0090,Od1a0241,AS279,1P Audience,34,Female,103890,"Gaming, Technology",Desktop,Safari,Android,"Hilo, Hawaii"
1073,U0455,P08d6367,AS002,Custom Audience,26,Female,98843,"Fitness, Gaming",Desktop,Firefox,macOS,"Honolulu, Hawaii"
1072,U0316,Oc1fffea,AS371,Custom Audience,61,Male,94746,Art,Desktop,Safari,Android,"Honolulu, Hawaii"
1071,U0440,Pe307d13,AS234,3P Audience,37,Female,79210,"Art, Food, Auto",Tablet,Chrome,Android,"Kailua, Hawaii"
1070,U0146,Of857f76,AS338,3P Audience,60,Female,115468,Technology,Tablet,Edge,Linux,"Hilo, Hawaii"
1069,U0541,P64e3a67,AS490,3P Audience,48,Female,32121,"Gaming, Fitness, Fashion",Laptop,Firefox,Linux,"Kailua, Hawaii"
1068,U0195,P317ca14,AS402,1P Audience,46,Male,85978,"Auto, Travel, Gaming",Tablet,Edge,Android,"Kailua, Hawaii"
1067,U0964,Pc5fe2be,AS138,3P Audience,46,Female,96384,"Art, Travel, Gaming",Laptop,Firefox,Windows,"Kailua, Hawaii"
1066,U0905,Oa51bcc2,AS109,Custom Audience,38,Female,87950,"Art, Fitness",Tablet,Opera,iOS,"Kailua, Hawaii"
1065,U0383,Odb799b8,AS113,3P Audience,67,Male,42775,"Food, Technology",Laptop,Opera,macOS,"Hilo, Hawaii"
1064,U0513,Of3e872c,AS008,3P Audience,44,Female,88597,"Fashion, Food",Tablet,Firefox,Linux,"Hilo, Hawaii"
1063,U0653,Od13998a,AS055,Custom Audience,38,Male,66876,Auto,Smartphone,Edge,macOS,"Honolulu, Hawaii"
1062,U0965,P9cb5d0d,AS096,1P Audience,61,Female,46587,"Music, Auto, Fitness",Desktop,Chrome,Android,"Kailua, Hawaii"
1061,U0806,O1348ead,AS270,Custom Audience,28,Female,65047,Auto,Desktop,Firefox,Windows,"Honolulu, Hawaii"
1060,U0643,Od31aafa,AS472,1P Audience,57,Female,72873,"Gaming, Music",Desktop,Edge,Windows,"Hilo, Hawaii"
1059,U0454,P525cc66,AS278,3P Audience,39,Female,76244,"Music, Fashion, Technology",Tablet,Chrome,Android,"Hilo, Hawaii"
1058,U0069,O43121fd,AS142,3P Audience,38,Female,69136,"Sports, Fashion, Food",Desktop,Chrome,Android,"Honolulu, Hawaii"
1057,U0182,Pec721c0,AS095,3P Audience,22,Female,57534,"Music, Food, Fitness",Desktop,Firefox,macOS,"Kailua, Hawaii"
1056,U0078,P0040cf1,AS440,3P Audience,34,Female,41712,Gaming,Desktop,Safari,Android,"Hilo, Hawaii"
1055,U0582,Pc7a34c2,AS426,Custom Audience,37,Male,113160,Auto,Laptop,Safari,macOS,"Honolulu, Hawaii"
1054,U0838,Ob46a2bd,AS108,Custom Audience,46,Male,31058,"Gaming, Travel",Desktop,Opera,macOS,"Honolulu, Hawaii"
1053,U0950,P48b86cf,AS346,Custom Audience,33,Male,53905,"Fitness, Music",Laptop,Firefox,Linux,"Kailua, Hawaii"
1052,U0435,Pcae76c8,AS063,3P Audience,64,Female,86510,"Food, Music",Tablet,Firefox,macOS,"Kailua, Hawaii"
1051,U0057,O147fdd8,AS459,3P Audience,35,Female,47982,"Sports, Technology",Smartphone,Safari,Android,"Hilo, Hawaii"
1050,U0676,O0af979c,AS142,Custom Audience,45,Male,91256,Sports,Smartphone,Chrome,Android,"Kailua, Hawaii"
1049,U0129,O7c87dc5,AS027,3P Audience,62,Male,76987,"Sports, Gaming, Technology",Smartphone,Chrome,Windows,"Honolulu, Hawaii"
1048,U0681,O98b574b,AS495,Custom Audience,20,Female,115286,Technology,Tablet,Opera,iOS,"Kailua, Hawaii"
1047,U0855,Od2f9218,AS040,Custom Audience,50,Female,62013,"Music, Gaming, Food",Smartphone,Safari,Android,"Kailua, Hawaii"
1046,U0199,O6d55e0a,AS157,1P Audience,41,Female,39160,Gaming,Tablet,Firefox,Android,"Hilo, Hawaii"
1045,U0580,P8874e55,AS390,3P Audience,32,Female,111839,"Music, Food",Laptop,Firefox,Android,"Kailua, Hawaii"
1044,U0424,O0694994,AS118,1P Audience,65,Male,94234,"Sports, Technology",Laptop,Safari,Linux,"Honolulu, Hawaii"
1043,U0993,Off523c2,AS081,3P Audience,65,Male,89295,Sports,Smartphone,Chrome,Linux,"Hilo, Hawaii"
